"","Description","spID","MW","retinaKO","retinaWT","testisKO","testisWT"
"2236","Transportin-3 OS=Mus musculus GN=Tnpo3 PE=1 SV=1","Q6P2B1",104,0,0,4,4
"2237","Tricarboxylate transport protein, mitochondrial OS=Mus musculus GN=Slc25a1 PE=1 SV=1","Q8JZU2",34,2,5,17,19
"2238","Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1","Q8BMS1",83,11,12,64,59
"2239","Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus GN=Hadhb PE=1 SV=1","Q99JY0",51,3,2,57,56
"2240","Trinucleotide repeat-containing gene 6A protein OS=Mus musculus GN=Tnrc6a PE=2 SV=1","Q3UHK8",203,5,4,0,0
"2241","Trinucleotide repeat-containing gene 6B protein OS=Mus musculus GN=Tnrc6b PE=1 SV=2","Q8BKI2",192,22,25,0,0
"2242","Trinucleotide repeat-containing gene 6C protein OS=Mus musculus GN=Tnrc6c PE=1 SV=2","Q3UHC0",176,8,11,3,3
"2243","TRIO and F-actin-binding protein OS=Mus musculus GN=Triobp PE=1 SV=3","Q99KW3",223,0,2,0,0
"2244","Triokinase/FMN cyclase OS=Mus musculus GN=Tkfc PE=1 SV=1","Q8VC30",60,0,0,3,0
"2245","Triosephosphate isomerase OS=Mus musculus GN=Tpi1 PE=1 SV=4","P17751",32,0,2,4,5
"2246","Tripartite motif-containing protein 12A OS=Mus musculus GN=Trim12a PE=2 SV=1","Q99PQ1",33,0,2,0,0
"2247","Tripartite motif-containing protein 14 OS=Mus musculus GN=Trim14 PE=1 SV=2","Q8BVW3",50,0,0,0,3
"2248","Tripartite motif-containing protein 2 OS=Mus musculus GN=Trim2 PE=1 SV=1","Q9ESN6",81,23,20,0,0
"2249","Tripartite motif-containing protein 3 OS=Mus musculus GN=Trim3 PE=1 SV=1","Q9R1R2",81,35,32,0,0
"2250","Tripartite motif-containing protein 35 OS=Mus musculus GN=Trim35 PE=1 SV=2","Q8C006",57,0,2,0,0
"2251","Tripartite motif-containing protein 46 OS=Mus musculus GN=Trim46 PE=1 SV=1","Q7TNM2",83,6,0,0,0
"2252","Tripartite motif-containing protein 47 OS=Mus musculus GN=Trim47 PE=1 SV=2","Q8C0E3",70,0,0,3,2
"2253","Tripartite motif-containing protein 67 OS=Mus musculus GN=Trim67 PE=2 SV=1","Q505D9",83,9,13,0,0
"2254","Tripeptidyl-peptidase 2 OS=Mus musculus GN=Tpp2 PE=1 SV=3","Q64514",140,0,0,43,54
"2255","Triple functional domain protein OS=Mus musculus GN=Trio PE=1 SV=3","Q0KL02",348,4,6,0,0
"2256","TRMT1-like protein OS=Mus musculus GN=Trmt1l PE=1 SV=1","A2RSY6",81,0,0,0,2
"2257","tRNA (guanine(26)-N(2))-dimethyltransferase OS=Mus musculus GN=Trmt1 PE=1 SV=2","Q3TX08",72,0,0,7,4
"2258","tRNA wybutosine-synthesizing protein 4 OS=Mus musculus GN=Lcmt2 PE=2 SV=4","Q8BYR1",75,3,3,0,2
"2259","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Mus musculus GN=Dus3l PE=1 SV=1","Q91XI1",71,0,0,3,0
"2260","tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=1 SV=1","Q99LF4",55,96,97,117,107
"2261","Tubby-related protein 1 OS=Mus musculus GN=Tulp1 PE=1 SV=1","Q9Z273",60,4,4,0,0
"2262","Tubby-related protein 2 OS=Mus musculus GN=Tulp2 PE=1 SV=3","P46686",63,0,0,12,8
"2263","Tubulin alpha-1A chain OS=Mus musculus GN=Tuba1a PE=1 SV=1","P68369",50,115,143,352,281
"2264","Tubulin alpha-1B chain OS=Mus musculus GN=Tuba1b PE=1 SV=2","P05213",50,113,139,306,236
"2265","Tubulin alpha-3 chain OS=Mus musculus GN=Tuba3a PE=1 SV=1","P05214",50,0,0,353,280
"2266","Tubulin alpha-4A chain OS=Mus musculus GN=Tuba4a PE=1 SV=1","P68368",50,101,127,279,208
"2267","Tubulin alpha-8 chain OS=Mus musculus GN=Tuba8 PE=1 SV=1","Q9JJZ2",50,0,0,234,189
"2268","Tubulin beta-2A chain OS=Mus musculus GN=Tubb2a PE=1 SV=1","Q7TMM9",50,174,194,215,191
"2269","Tubulin beta-2B chain OS=Mus musculus GN=Tubb2b PE=1 SV=1","Q9CWF2",50,178,200,0,0
"2270","Tubulin beta-3 chain OS=Mus musculus GN=Tubb3 PE=1 SV=1","Q9ERD7",50,128,137,167,160
"2271","Tubulin beta-4A chain OS=Mus musculus GN=Tubb4a PE=1 SV=3","Q9D6F9",50,147,173,0,0
"2272","Tubulin beta-4B chain OS=Mus musculus GN=Tubb4b PE=1 SV=1","P68372",50,171,191,268,238
"2273","Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1","P99024",50,172,192,252,227
"2274","Tubulin beta-6 chain OS=Mus musculus GN=Tubb6 PE=1 SV=1","Q922F4",50,102,108,108,105
"2275","Tubulin gamma-1 chain OS=Mus musculus GN=Tubg1 PE=1 SV=1","P83887",51,0,0,7,7
"2276","Tudor and KH domain-containing protein OS=Mus musculus GN=Tdrkh PE=1 SV=1","Q80VL1",62,0,0,2,0
"2277","Tudor domain-containing protein 1 OS=Mus musculus GN=Tdrd1 PE=1 SV=2","Q99MV1",130,0,0,72,82
"2278","Tudor domain-containing protein 3 OS=Mus musculus GN=Tdrd3 PE=1 SV=4","Q91W18",82,19,16,9,7
"2279","Tudor domain-containing protein 5 OS=Mus musculus GN=Tdrd5 PE=1 SV=3","Q5VCS6",116,0,0,12,19
"2280","Tudor domain-containing protein 6 OS=Mus musculus GN=Tdrd6 PE=1 SV=1","P61407",238,0,0,228,218
"2281","Tudor domain-containing protein 7 OS=Mus musculus GN=Tdrd7 PE=1 SV=1","Q8K1H1",122,8,14,0,2
"2282","Tudor-interacting repair regulator protein OS=Mus musculus GN=Nudt16l1 PE=1 SV=2","Q8VHN8",23,4,4,12,13
"2283","Tuftelin-interacting protein 11 OS=Mus musculus GN=Tfip11 PE=1 SV=1","Q9ERA6",96,0,7,0,0
"2284","Tumor necrosis factor alpha-induced protein 3 OS=Mus musculus GN=Tnfaip3 PE=1 SV=2","Q60769",88,63,53,0,0
"2285","Tumor suppressor candidate 3 OS=Mus musculus GN=Tusc3 PE=1 SV=1","Q8BTV1",40,0,0,2,2
"2286","Tumor susceptibility gene 101 protein OS=Mus musculus GN=Tsg101 PE=1 SV=2","Q61187",44,11,14,13,11
"2287","Type I inositol 3,4-bisphosphate 4-phosphatase OS=Mus musculus GN=Inpp4a PE=1 SV=1","Q9EPW0",106,0,0,0,5
"2288","Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus GN=Yars2 PE=1 SV=2","Q8BYL4",53,0,0,0,2
"2289","Tyrosine-protein kinase Fyn OS=Mus musculus GN=Fyn PE=1 SV=4","P39688",61,0,0,13,9
"2290","Tyrosine-protein phosphatase non-receptor type 1 OS=Mus musculus GN=Ptpn1 PE=1 SV=2","P35821",50,0,0,4,5
"2291","Tyrosine-protein phosphatase non-receptor type 2 OS=Mus musculus GN=Ptpn2 PE=1 SV=2","Q06180",47,0,0,2,2
"2292","Tyrosine-protein phosphatase non-receptor type 21 OS=Mus musculus GN=Ptpn21 PE=1 SV=1","Q62136",133,6,6,0,0
"2293","Tyrosine-protein phosphatase non-receptor type 23 OS=Mus musculus GN=Ptpn23 PE=1 SV=2","Q6PB44",185,0,2,0,0
"2294","Tyrosine-protein phosphatase non-receptor type 9 OS=Mus musculus GN=Ptpn9 PE=1 SV=2","O35239",68,0,0,8,6
"2295","U1 small nuclear ribonucleoprotein 70 kDa OS=Mus musculus GN=Snrnp70 PE=1 SV=2","Q62376",52,13,21,27,24
"2296","U1 small nuclear ribonucleoprotein A OS=Mus musculus GN=Snrpa PE=1 SV=3","Q62189",32,9,12,30,25
"2297","U1 small nuclear ribonucleoprotein C OS=Mus musculus GN=Snrpc PE=1 SV=1","Q62241",17,2,3,3,3
"2298","U2 small nuclear ribonucleoprotein A' OS=Mus musculus GN=Snrpa1 PE=1 SV=2","P57784",28,3,8,13,11
"2299","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1 OS=Mus musculus GN=Zrsr1 PE=1 SV=1","Q64707",51,0,3,0,0
"2300","U2 small nuclear ribonucleoprotein B'' OS=Mus musculus GN=Snrpb2 PE=1 SV=1","Q9CQI7",25,0,0,13,9
"2301","U2 snRNP-associated SURP motif-containing protein OS=Mus musculus GN=U2surp PE=1 SV=3","Q6NV83",118,56,59,50,50
"2302","U4/U6 small nuclear ribonucleoprotein Prp31 OS=Mus musculus GN=Prpf31 PE=1 SV=3","Q8CCF0",55,0,0,0,2
"2303","U4/U6 small nuclear ribonucleoprotein Prp4 OS=Mus musculus GN=Prpf4 PE=1 SV=1","Q9DAW6",58,2,0,3,0
"2304","U4/U6.U5 tri-snRNP-associated protein 2 OS=Mus musculus GN=Usp39 PE=1 SV=2","Q3TIX9",65,0,0,11,9
"2305","U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus GN=Snrnp200 PE=1 SV=1","Q6P4T2",245,75,110,45,63
"2306","U5 small nuclear ribonucleoprotein 40 kDa protein OS=Mus musculus GN=Snrnp40 PE=1 SV=1","Q6PE01",39,11,15,11,9
"2307","UAP56-interacting factor OS=Mus musculus GN=Fyttd1 PE=1 SV=1","Q91Z49",36,5,3,0,0
"2308","Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus GN=Usp10 PE=1 SV=3","P52479",87,0,3,0,0
"2309","Ubiquitin carboxyl-terminal hydrolase 15 OS=Mus musculus GN=Usp15 PE=1 SV=1","Q8R5H1",112,14,15,20,16
"2310","Ubiquitin carboxyl-terminal hydrolase 19 OS=Mus musculus GN=Usp19 PE=1 SV=1","Q3UJD6",151,0,3,15,21
"2311","Ubiquitin carboxyl-terminal hydrolase 26 OS=Mus musculus GN=Usp26 PE=1 SV=2","Q99MX1",95,0,0,0,3
"2312","Ubiquitin carboxyl-terminal hydrolase 30 OS=Mus musculus GN=Usp30 PE=1 SV=1","Q3UN04",58,0,2,4,3
"2313","Ubiquitin carboxyl-terminal hydrolase 34 OS=Mus musculus GN=Usp34 PE=1 SV=3","Q6ZQ93",408,0,0,3,3
"2314","Ubiquitin carboxyl-terminal hydrolase 4 OS=Mus musculus GN=Usp4 PE=1 SV=3","P35123",108,0,0,13,14
"2315","Ubiquitin carboxyl-terminal hydrolase 40 OS=Mus musculus GN=Usp40 PE=1 SV=2","Q8BWR4",140,0,0,7,8
"2316","Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus GN=Usp47 PE=1 SV=2","Q8BY87",157,2,4,6,7
"2317","Ubiquitin carboxyl-terminal hydrolase 48 OS=Mus musculus GN=Usp48 PE=1 SV=2","Q3V0C5",121,0,0,4,9
"2318","Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1","P56399",96,0,0,2,2
"2319","Ubiquitin carboxyl-terminal hydrolase 7 OS=Mus musculus GN=Usp7 PE=1 SV=1","Q6A4J8",128,30,28,32,40
"2320","Ubiquitin carboxyl-terminal hydrolase CYLD OS=Mus musculus GN=Cyld PE=1 SV=2","Q80TQ2",107,7,11,0,0
"2321","Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Mus musculus GN=Ufd1 PE=1 SV=2","P70362",34,0,0,26,23
"2322","Ubiquitin-40S ribosomal protein S27a OS=Mus musculus GN=Rps27a PE=1 SV=2","P62983",18,23,29,27,32
"2323","Ubiquitin-associated domain-containing protein 2 OS=Mus musculus GN=Ubac2 PE=1 SV=1","Q8R1K1",39,0,0,5,7
"2324","Ubiquitin-associated protein 2 OS=Mus musculus GN=Ubap2 PE=1 SV=1","Q91VX2",118,11,12,5,10
"2325","Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1","Q80X50",117,32,40,23,26
"2326","Ubiquitin-conjugating enzyme E2 G2 OS=Mus musculus GN=Ube2g2 PE=1 SV=1","P60605",19,0,0,0,2
"2327","Ubiquitin-conjugating enzyme E2 J1 OS=Mus musculus GN=Ube2j1 PE=1 SV=2","Q9JJZ4",35,0,0,2,0
"2328","Ubiquitin-like modifier-activating enzyme ATG7 OS=Mus musculus GN=Atg7 PE=1 SV=1","Q9D906",78,0,0,5,4
"2329","Ubiquitin-protein ligase E3C OS=Mus musculus GN=Ube3c PE=1 SV=2","Q80U95",124,0,0,9,13
"2330","UBX domain-containing protein 11 OS=Mus musculus GN=Ubxn11 PE=1 SV=1","Q9D572",55,0,0,6,2
"2331","UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4","Q6P5E4",176,10,12,18,20
"2332","UDP-glucuronosyltransferase 1-6 OS=Mus musculus GN=Ugt1a6 PE=1 SV=1","Q64435",60,0,0,13,11
"2333","UDP-glucuronosyltransferase 1-7C OS=Mus musculus GN=Ugt1a7c PE=1 SV=1","Q6ZQM8",60,0,0,0,6
"2334","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus GN=Ogt PE=1 SV=2","Q8CGY8",117,9,7,0,0
"2335","Uncharacterized aarF domain-containing protein kinase 1 OS=Mus musculus GN=Adck1 PE=1 SV=1","Q9D0L4",60,2,4,0,0
"2336","Uncharacterized protein C10orf62 homolog OS=Mus musculus PE=2 SV=1","Q80Y39",34,0,0,8,7
"2337","Uncharacterized protein C7orf43 homolog OS=Mus musculus PE=1 SV=1","Q3UTZ3",63,2,2,3,2
"2338","Uncharacterized protein C9orf172 homolog OS=Mus musculus GN=Gm996 PE=1 SV=1","A2AJA9",107,0,2,0,0
"2339","Uncharacterized protein FLJ45252 homolog OS=Mus musculus PE=1 SV=2","Q6PIU9",38,0,2,0,0
"2340","Unconventional myosin-Ib OS=Mus musculus GN=Myo1b PE=1 SV=3","P46735",129,8,6,2,6
"2341","Unconventional myosin-Ic OS=Mus musculus GN=Myo1c PE=1 SV=2","Q9WTI7",122,0,0,19,24
"2342","Unconventional myosin-Id OS=Mus musculus GN=Myo1d PE=1 SV=1","Q5SYD0",116,0,0,0,4
"2343","Unconventional myosin-Ie OS=Mus musculus GN=Myo1e PE=1 SV=1","E9Q634",127,3,2,0,3
"2344","Unconventional myosin-IXa OS=Mus musculus GN=Myo9a PE=1 SV=2","Q8C170",292,0,0,0,4
"2345","Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=2","Q99104",216,20,31,0,0
"2346","Unconventional myosin-Vb OS=Mus musculus GN=Myo5b PE=1 SV=2","P21271",211,7,0,0,0
"2347","Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1","Q64331",146,26,34,0,0
"2348","Unconventional myosin-VIIa OS=Mus musculus GN=Myo7a PE=1 SV=2","P97479",255,14,16,12,22
"2349","Unconventional myosin-XV OS=Mus musculus GN=Myo15a PE=1 SV=2","Q9QZZ4",396,5,0,0,0
"2350","Unconventional myosin-XVIIIa OS=Mus musculus GN=Myo18a PE=1 SV=2","Q9JMH9",233,3,14,0,0
"2351","Up-regulated during skeletal muscle growth protein 5 OS=Mus musculus GN=Usmg5 PE=1 SV=1","Q78IK2",6,2,0,0,0
"2352","UPF0606 protein KIAA1549 OS=Mus musculus GN=Kiaa1549 PE=1 SV=3","Q68FD9",209,0,2,0,0
"2353","USP6 N-terminal-like protein OS=Mus musculus GN=Usp6nl PE=1 SV=2","Q80XC3",94,8,8,0,0
"2354","Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Mus musculus GN=Uaca PE=1 SV=2","Q8CGB3",161,0,0,0,2
"2355","V-type proton ATPase catalytic subunit A OS=Mus musculus GN=Atp6v1a PE=1 SV=2","P50516",68,2,4,0,0
"2356","V-type proton ATPase subunit B, brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1","P62814",57,3,5,0,0
"2357","V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1","Q8BVE3",56,6,3,0,3
"2358","Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus GN=Vps16 PE=1 SV=3","Q920Q4",95,4,8,9,15
"2359","Vacuolar protein sorting-associated protein 18 homolog OS=Mus musculus GN=Vps18 PE=1 SV=2","Q8R307",110,5,10,8,11
"2360","Vacuolar protein sorting-associated protein 26A OS=Mus musculus GN=Vps26a PE=1 SV=1","P40336",38,0,0,0,2
"2361","Vacuolar protein sorting-associated protein 28 homolog OS=Mus musculus GN=Vps28 PE=1 SV=1","Q9D1C8",25,6,9,6,7
"2362","Vacuolar protein sorting-associated protein 29 OS=Mus musculus GN=Vps29 PE=1 SV=1","Q9QZ88",20,0,0,0,2
"2363","Vacuolar protein sorting-associated protein 33A OS=Mus musculus GN=Vps33a PE=1 SV=2","Q9D2N9",68,5,4,12,9
"2364","Vacuolar protein sorting-associated protein 33B OS=Mus musculus GN=Vps33b PE=1 SV=1","P59016",71,0,0,15,10
"2365","Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1","Q9EQH3",92,0,3,9,12
"2366","Vacuolar protein sorting-associated protein 37A OS=Mus musculus GN=Vps37a PE=1 SV=1","Q8CHS8",44,2,0,0,0
"2367","Vacuolar protein sorting-associated protein 41 homolog OS=Mus musculus GN=Vps41 PE=1 SV=1","Q5KU39",99,0,3,6,7
"2368","Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1","P97390",65,2,2,3,3
"2369","Vacuolar protein sorting-associated protein 4A OS=Mus musculus GN=Vps4a PE=1 SV=1","Q8VEJ9",49,0,0,11,9
"2370","Vacuolar protein sorting-associated protein 8 homolog OS=Mus musculus GN=Vps8 PE=1 SV=1","Q0P5W1",161,0,4,0,0
"2371","Valine--tRNA ligase OS=Mus musculus GN=Vars PE=1 SV=1","Q9Z1Q9",140,4,8,49,49
"2372","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus GN=Hacd3 PE=1 SV=2","Q8K2C9",43,11,8,6,5
"2373","Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus GN=Hsd17b12 PE=1 SV=1","O70503",35,0,0,4,5
"2374","Very-long-chain enoyl-CoA reductase OS=Mus musculus GN=Tecr PE=1 SV=1","Q9CY27",36,7,7,13,18
"2375","Vesicle-associated membrane protein 7 OS=Mus musculus GN=Vamp7 PE=1 SV=1","P70280",25,0,0,2,0
"2376","Vesicle-fusing ATPase OS=Mus musculus GN=Nsf PE=1 SV=2","P46460",83,12,17,0,0
"2377","Vesicle-trafficking protein SEC22b OS=Mus musculus GN=Sec22b PE=1 SV=3","O08547",25,0,0,4,5
"2378","Vimentin OS=Mus musculus GN=Vim PE=1 SV=3","P20152",54,54,50,0,0
"2379","Vinexin OS=Mus musculus GN=Sorbs3 PE=1 SV=1","Q9R1Z8",82,0,0,16,10
"2380","Vitronectin OS=Mus musculus GN=Vtn PE=1 SV=2","P29788",55,0,0,4,0
"2381","Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1 PE=1 SV=3","Q60932",32,16,21,0,0
"2382","Voltage-dependent anion-selective channel protein 2 OS=Mus musculus GN=Vdac2 PE=1 SV=2","Q60930",32,5,10,0,0
"2383","Voltage-dependent anion-selective channel protein 3 OS=Mus musculus GN=Vdac3 PE=1 SV=1","Q60931",31,0,6,0,0
"2384","Voltage-gated potassium channel subunit beta-2 OS=Mus musculus GN=Kcnab2 PE=1 SV=1","P62482",41,2,4,0,0
"2385","von Willebrand factor A domain-containing protein 1 OS=Mus musculus GN=Vwa1 PE=1 SV=1","Q8R2Z5",45,0,0,4,0
"2386","von Willebrand factor A domain-containing protein 3A OS=Mus musculus GN=Vwa3a PE=2 SV=1","Q3UVV9",130,0,0,2,3
"2387","von Willebrand factor A domain-containing protein 5B1 OS=Mus musculus GN=Vwa5b1 PE=2 SV=1","A9Z1V5",134,0,0,0,3
"2388","von Willebrand factor A domain-containing protein 8 OS=Mus musculus GN=Vwa8 PE=1 SV=2","Q8CC88",213,4,10,3,15
"2389","VPS10 domain-containing receptor SorCS2 OS=Mus musculus GN=Sorcs2 PE=1 SV=2","Q9EPR5",129,6,10,0,0
"2390","WASH complex subunit 4 OS=Mus musculus GN=Washc4 PE=1 SV=2","Q3UMB9",136,0,3,0,0
"2391","WD repeat and coiled-coil-containing protein OS=Mus musculus GN=Wdcp PE=2 SV=2","Q6NV72",72,2,2,0,0
"2392","WD repeat and FYVE domain-containing protein 1 OS=Mus musculus GN=Wdfy1 PE=1 SV=1","E9Q4P1",46,0,0,2,3
"2393","WD repeat and HMG-box DNA-binding protein 1 OS=Mus musculus GN=Wdhd1 PE=1 SV=2","P59328",124,0,0,12,22
"2394","WD repeat-containing protein 11 OS=Mus musculus GN=Wdr11 PE=1 SV=1","Q8K1X1",136,2,3,16,24
"2395","WD repeat-containing protein 13 OS=Mus musculus GN=Wdr13 PE=1 SV=1","Q91V09",54,2,0,0,0
"2396","WD repeat-containing protein 18 OS=Mus musculus GN=Wdr18 PE=1 SV=1","Q4VBE8",47,3,2,3,4
"2397","WD repeat-containing protein 19 OS=Mus musculus GN=Wdr19 PE=1 SV=1","Q3UGF1",151,0,2,62,75
"2398","WD repeat-containing protein 26 OS=Mus musculus GN=Wdr26 PE=1 SV=3","Q8C6G8",71,12,9,14,14
"2399","WD repeat-containing protein 34 OS=Mus musculus GN=Wdr34 PE=1 SV=2","Q5U4F6",58,5,3,21,17
"2400","WD repeat-containing protein 35 OS=Mus musculus GN=Wdr35 PE=1 SV=3","Q8BND3",134,3,4,60,71
"2401","WD repeat-containing protein 37 OS=Mus musculus GN=Wdr37 PE=1 SV=1","Q8CBE3",55,4,0,4,5
"2402","WD repeat-containing protein 47 OS=Mus musculus GN=Wdr47 PE=1 SV=2","Q8CGF6",102,11,13,0,0
"2403","WD repeat-containing protein 5 OS=Mus musculus GN=Wdr5 PE=1 SV=1","P61965",37,2,5,4,6
"2404","WD repeat-containing protein 6 OS=Mus musculus GN=Wdr6 PE=1 SV=1","Q99ME2",122,17,11,0,2
"2405","WD repeat-containing protein 60 OS=Mus musculus GN=Wdr60 PE=1 SV=1","Q8C761",115,7,7,32,30
"2406","WD repeat-containing protein 61 OS=Mus musculus GN=Wdr61 PE=1 SV=1","Q9ERF3",34,0,0,5,6
"2407","WD repeat-containing protein 62 OS=Mus musculus GN=Wdr62 PE=1 SV=2","Q3U3T8",167,0,0,20,23
"2408","WD repeat-containing protein 7 OS=Mus musculus GN=Wdr7 PE=1 SV=3","Q920I9",163,9,21,14,11
"2409","WD repeat-containing protein 82 OS=Mus musculus GN=Wdr82 PE=1 SV=1","Q8BFQ4",35,29,27,22,21
"2410","WD repeat-containing protein 92 OS=Mus musculus GN=Wdr92 PE=1 SV=1","Q8BGF3",40,0,0,4,3
"2411","WD repeat-containing protein WRAP73 OS=Mus musculus GN=Wrap73 PE=1 SV=2","Q9JM98",52,0,0,0,3
"2412","WD40 repeat-containing protein SMU1 OS=Mus musculus GN=Smu1 PE=2 SV=2","Q3UKJ7",58,13,16,18,15
"2413","Wings apart-like protein homolog OS=Mus musculus GN=Wapl PE=1 SV=2","Q65Z40",134,3,7,3,3
"2414","Wiskott-Aldrich syndrome protein family member 3 OS=Mus musculus GN=Wasf3 PE=1 SV=1","Q8VHI6",55,0,2,0,0
"2415","X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 OS=Mus musculus GN=Rpgrip1 PE=1 SV=1","Q9EPQ2",152,4,3,0,0
"2416","Y-box-binding protein 2 OS=Mus musculus GN=Ybx2 PE=1 SV=1","Q9Z2C8",38,0,0,41,36
"2417","Y-box-binding protein 3 OS=Mus musculus GN=Ybx3 PE=1 SV=2","Q9JKB3",39,22,22,30,22
"2418","YLP motif-containing protein 1 OS=Mus musculus GN=Ylpm1 PE=2 SV=2","Q9R0I7",155,59,54,7,6
"2419","YTH domain-containing family protein 1 OS=Mus musculus GN=Ythdf1 PE=1 SV=1","P59326",61,16,18,18,17
"2420","YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=1 SV=1","Q91YT7",62,12,13,17,17
"2421","YTH domain-containing family protein 3 OS=Mus musculus GN=Ythdf3 PE=1 SV=2","Q8BYK6",64,24,23,13,14
"2422","YTH domain-containing protein 1 OS=Mus musculus GN=Ythdc1 PE=1 SV=2","E9Q5K9",86,15,13,0,3
"2423","Zinc finger and BTB domain-containing protein 7A OS=Mus musculus GN=Zbtb7a PE=1 SV=2","O88939",60,2,0,0,0
"2424","Zinc finger and SCAN domain-containing protein 2 OS=Mus musculus GN=Zscan2 PE=1 SV=1","Q07230",69,7,7,0,0
"2425","Zinc finger and SCAN domain-containing protein 21 OS=Mus musculus GN=Zscan21 PE=2 SV=2","Q07231",63,9,9,0,0
"2426","Zinc finger and SCAN domain-containing protein 26 OS=Mus musculus GN=Zscan26 PE=2 SV=1","Q5RJ54",54,3,0,0,0
"2427","Zinc finger B-box domain-containing protein 1 OS=Mus musculus GN=Zbbx PE=1 SV=1","Q0P5X5",80,0,0,4,4
"2428","Zinc finger CCCH domain-containing protein 13 OS=Mus musculus GN=Zc3h13 PE=1 SV=1","E9Q784",204,0,3,0,0
"2429","Zinc finger CCCH domain-containing protein 14 OS=Mus musculus GN=Zc3h14 PE=1 SV=1","Q8BJ05",82,9,13,14,14
"2430","Zinc finger CCCH domain-containing protein 18 OS=Mus musculus GN=Zc3h18 PE=1 SV=1","Q0P678",106,2,6,0,0
"2431","Zinc finger CCCH domain-containing protein 3 OS=Mus musculus GN=Zc3h3 PE=1 SV=1","Q8CHP0",103,3,2,0,0
"2432","Zinc finger CCCH domain-containing protein 4 OS=Mus musculus GN=Zc3h4 PE=1 SV=2","Q6ZPZ3",141,6,16,0,0
"2433","Zinc finger CCHC domain-containing protein 8 OS=Mus musculus GN=Zcchc8 PE=1 SV=3","Q9CYA6",78,32,25,15,24
"2434","Zinc finger E-box-binding homeobox 2 OS=Mus musculus GN=Zeb2 PE=1 SV=2","Q9R0G7",137,8,5,0,0
"2435","Zinc finger FYVE domain-containing protein 1 OS=Mus musculus GN=Zfyve1 PE=1 SV=2","Q810J8",87,0,2,8,5
"2436","Zinc finger FYVE domain-containing protein 26 OS=Mus musculus GN=Zfyve26 PE=1 SV=2","Q5DU37",283,0,0,0,2
"2437","Zinc finger matrin-type protein 4 OS=Mus musculus GN=Zmat4 PE=2 SV=1","Q8BZ94",26,0,2,0,0
"2438","Zinc finger MIZ domain-containing protein 1 OS=Mus musculus GN=Zmiz1 PE=1 SV=1","Q6P1E1",116,16,14,0,0
"2439","Zinc finger MIZ domain-containing protein 2 OS=Mus musculus GN=Zmiz2 PE=1 SV=2","Q8CIE2",97,0,0,4,4
"2440","Zinc finger MYM-type protein 2 OS=Mus musculus GN=Zmym2 PE=1 SV=3","Q9CU65",155,21,23,2,4
"2441","Zinc finger MYM-type protein 3 OS=Mus musculus GN=Zmym3 PE=1 SV=1","Q9JLM4",153,5,9,0,0
"2442","Zinc finger MYM-type protein 4 OS=Mus musculus GN=Zmym4 PE=1 SV=1","A2A791",172,5,8,0,0
"2443","Zinc finger MYND domain-containing protein 10 OS=Mus musculus GN=Zmynd10 PE=1 SV=2","Q99ML0",51,0,0,19,16
"2444","Zinc finger MYND domain-containing protein 15 OS=Mus musculus GN=Zmynd15 PE=1 SV=1","Q8C0R7",82,0,0,2,0
"2445","Zinc finger protein 106 OS=Mus musculus GN=Znf106 PE=1 SV=3","O88466",209,5,0,0,0
"2446","Zinc finger protein 143 OS=Mus musculus GN=Znf143 PE=1 SV=2","O70230",69,0,3,0,0
