"","Description","spID","MW","retinaWT","retinaKO","testisWT","testisKO"
"2260","tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=1 SV=1","Q99LF4",55,6.82495400192084e-05,7.43696014254174e-05,6.72237230633914e-05,7.31046677642781e-05
"2261","Tubby-related protein 1 OS=Mus musculus GN=Tulp1 PE=1 SV=1","Q9Z273",60,2.57987951962643e-06,2.84050560999858e-06,0,0
"2262","Tubby-related protein 2 OS=Mus musculus GN=Tulp2 PE=1 SV=3","P46686",63,0,0,4.38784129178048e-06,6.54579849741195e-06
"2263","Tubulin alpha-1A chain OS=Mus musculus GN=Tuba1a PE=1 SV=1","P68369",50,0.000110676831391974,9.7997443544951e-05,0.000194194885970974,0.000241932712464346
"2264","Tubulin alpha-1B chain OS=Mus musculus GN=Tuba1b PE=1 SV=2","P05213",50,0.000107580975968422,9.62931401789518e-05,0.00016309606081548,0.000210316505721846
"2265","Tubulin alpha-3 chain OS=Mus musculus GN=Tuba3a PE=1 SV=1","P05214",50,0,0,0.000193503800967519,0.000242620021306574
"2266","Tubulin alpha-4A chain OS=Mus musculus GN=Tuba4a PE=1 SV=1","P68368",50,9.82934096977671e-05,8.6067319982957e-05,0.000143745680718728,0.000191759166981683
"2267","Tubulin alpha-8 chain OS=Mus musculus GN=Tuba8 PE=1 SV=1","Q9JJZ2",50,0,0,0.000130615065653075,0.000160830269081412
"2268","Tubulin beta-2A chain OS=Mus musculus GN=Tubb2a PE=1 SV=1","Q7TMM9",50,0.000150148988042258,0.000148274392841926,0.000131997235659986,0.000147771401079075
"2269","Tubulin beta-2B chain OS=Mus musculus GN=Tubb2b PE=1 SV=1","Q9CWF2",50,0.000154792771177586,0.000151682999573924,0,0
"2270","Tubulin beta-3 chain OS=Mus musculus GN=Tubb3 PE=1 SV=1","Q9ERD7",50,0.000106033048256646,0.000109075415423945,0.000110573600552868,0.000114780576652119
"2271","Tubulin beta-4A chain OS=Mus musculus GN=Tubb4a PE=1 SV=3","Q9D6F9",50,0.000133895747068612,0.000125266297400937,0,0
"2272","Tubulin beta-4B chain OS=Mus musculus GN=Tubb4b PE=1 SV=1","P68372",50,0.000147827096474595,0.000145717937792927,0.000164478230822391,0.000184198769717172
"2273","Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1","P99024",50,0.000148601060330483,0.000146570089475927,0.000156876295784381,0.00017320182824152
"2274","Tubulin beta-6 chain OS=Mus musculus GN=Tubb6 PE=1 SV=1","Q922F4",50,8.35880964358964e-05,8.69194716659565e-05,7.25639253628196e-05,7.42293549606516e-05
"2275","Tubulin gamma-1 chain OS=Mus musculus GN=Tubg1 PE=1 SV=1","P83887",51,0,0,4.74274021979213e-06,4.71682538784097e-06
"2276","Tudor and KH domain-containing protein OS=Mus musculus GN=Tdrkh PE=1 SV=1","Q80VL1",62,0,0,0,1.10856264875525e-06
"2277","Tudor domain-containing protein 1 OS=Mus musculus GN=Tdrd1 PE=1 SV=2","Q99MV1",130,0,0,2.17957578012865e-05,1.90331679386286e-05
"2278","Tudor domain-containing protein 3 OS=Mus musculus GN=Tdrd3 PE=1 SV=4","Q91W18",82,7.55086688671151e-06,9.87248901036092e-06,2.94975306352925e-06,3.77181681710628e-06
"2279","Tudor domain-containing protein 5 OS=Mus musculus GN=Tdrd5 PE=1 SV=3","Q5VCS6",116,0,0,5.65974787312633e-06,3.55504573566339e-06
"2280","Tudor domain-containing protein 6 OS=Mus musculus GN=Tdrd6 PE=1 SV=1","P61407",238,0,0,3.16505316708577e-05,3.29215159722778e-05
"2281","Tudor domain-containing protein 7 OS=Mus musculus GN=Tdrd7 PE=1 SV=1","Q8K1H1",122,4.4407762223078e-06,2.7939399442609e-06,5.66463117586414e-07,0
"2282","Tudor-interacting repair regulator protein OS=Mus musculus GN=Nudt16l1 PE=1 SV=2","Q8VHN8",23,6.730120485982e-06,7.4100146347789e-06,1.95306631411316e-05,1.79297958842154e-05
"2283","Tuftelin-interacting protein 11 OS=Mus musculus GN=Tfip11 PE=1 SV=1","Q9ERA6",96,2.82174322459141e-06,0,0,0
"2284","Tumor necrosis factor alpha-induced protein 3 OS=Mus musculus GN=Tnfaip3 PE=1 SV=2","Q60769",88,2.3306866114807e-05,3.05031568346438e-05,0,0
"2285","Tumor suppressor candidate 3 OS=Mus musculus GN=Tusc3 PE=1 SV=1","Q8BTV1",40,0,0,1.72771250863856e-06,1.71827210557064e-06
"2286","Tumor susceptibility gene 101 protein OS=Mus musculus GN=Tsg101 PE=1 SV=2","Q61187",44,1.23130613436716e-05,1.06518960374947e-05,8.63856254319281e-06,1.0153426078372e-05
"2287","Type I inositol 3,4-bisphosphate 4-phosphatase OS=Mus musculus GN=Inpp4a PE=1 SV=1","Q9EPW0",106,0,0,1.62991746097978e-06,0
"2288","Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus GN=Yars2 PE=1 SV=2","Q8BYL4",53,0,0,1.30393396878382e-06,0
"2289","Tyrosine-protein kinase Fyn OS=Mus musculus GN=Fyn PE=1 SV=4","P39688",61,0,0,5.09816805827773e-06,7.32378274505518e-06
"2290","Tyrosine-protein phosphatase non-receptor type 1 OS=Mus musculus GN=Ptpn1 PE=1 SV=2","P35821",50,0,0,3.45542501727713e-06,2.74923536891302e-06
"2291","Tyrosine-protein phosphatase non-receptor type 2 OS=Mus musculus GN=Ptpn2 PE=1 SV=2","Q06180",47,0,0,1.47039362437324e-06,1.46235923878352e-06
"2292","Tyrosine-protein phosphatase non-receptor type 21 OS=Mus musculus GN=Ptpn21 PE=1 SV=1","Q62136",133,1.7457831335818e-06,1.9221466533825e-06,0,0
"2293","Tyrosine-protein phosphatase non-receptor type 23 OS=Mus musculus GN=Ptpn23 PE=1 SV=2","Q6PB44",185,4.18358841020503e-07,0,0,0
"2294","Tyrosine-protein phosphatase non-receptor type 9 OS=Mus musculus GN=Ptpn9 PE=1 SV=2","O35239",68,0,0,3.04890442700923e-06,4.04299318957797e-06
"2295","U1 small nuclear ribonucleoprotein 70 kDa OS=Mus musculus GN=Snrnp70 PE=1 SV=2","Q62376",52,1.5628116320814e-05,1.06518960374947e-05,1.5948115464356e-05,1.78435949424643e-05
"2296","U1 small nuclear ribonucleoprotein A OS=Mus musculus GN=Snrpa PE=1 SV=3","Q62189",32,1.45118222978987e-05,1.19833830421815e-05,2.69955079474775e-05,3.22176019794495e-05
"2297","U1 small nuclear ribonucleoprotein C OS=Mus musculus GN=Snrpc PE=1 SV=1","Q62241",17,6.82909284606997e-06,5.01265695882102e-06,6.09780885401846e-06,6.06448978436696e-06
"2298","U2 small nuclear ribonucleoprotein A' OS=Mus musculus GN=Snrpa1 PE=1 SV=2","P57784",28,1.10566265126847e-05,4.56509830178343e-06,1.35748839964458e-05,1.59553838374416e-05
"2299","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1 OS=Mus musculus GN=Zrsr1 PE=1 SV=1","Q64707",51,2.27636428202332e-06,0,0,0
"2300","U2 small nuclear ribonucleoprotein B'' OS=Mus musculus GN=Snrpb2 PE=1 SV=1","Q9CQI7",25,0,0,1.24395300621977e-05,1.78700298979346e-05
"2301","U2 snRNP-associated SURP motif-containing protein OS=Mus musculus GN=U2surp PE=1 SV=3","Q6NV83",118,1.93490963971983e-05,2.02205484101594e-05,1.46416314291404e-05,1.45616280133105e-05
"2302","U4/U6 small nuclear ribonucleoprotein Prp31 OS=Mus musculus GN=Prpf31 PE=1 SV=3","Q8CCF0",55,0,0,1.25651818810077e-06,0
"2303","U4/U6 small nuclear ribonucleoprotein Prp4 OS=Mus musculus GN=Prpf4 PE=1 SV=1","Q9DAW6",58,0,1.46922703965444e-06,0,1.77752286783169e-06
"2304","U4/U6.U5 tri-snRNP-associated protein 2 OS=Mus musculus GN=Usp39 PE=1 SV=2","Q3TIX9",65,0,0,4.78443463930679e-06,5.81569020346985e-06
"2305","U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus GN=Snrnp200 PE=1 SV=1","Q6P4T2",245,1.73746988056474e-05,1.30431380050955e-05,8.88537861585546e-06,6.31201997964724e-06
"2306","U5 small nuclear ribonucleoprotein 40 kDa protein OS=Mus musculus GN=Snrnp40 PE=1 SV=1","Q6PE01",39,1.48839203055371e-05,1.20175237346094e-05,7.97405773217798e-06,9.69281700578309e-06
"2307","UAP56-interacting factor OS=Mus musculus GN=Fyttd1 PE=1 SV=1","Q91Z49",36,3.22484939953304e-06,5.91772002083037e-06,0,0
"2308","Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus GN=Usp10 PE=1 SV=3","P52479",87,1.33442044118609e-06,0,0,0
"2309","Ubiquitin carboxyl-terminal hydrolase 15 OS=Mus musculus GN=Usp15 PE=1 SV=1","Q8R5H1",112,5.18279367782096e-06,5.32594801874734e-06,4.93632145325304e-06,6.13668609132371e-06
"2310","Ubiquitin carboxyl-terminal hydrolase 19 OS=Mus musculus GN=Usp19 PE=1 SV=1","Q3UJD6",151,7.68838267438341e-07,0,4.80555797104766e-06,3.41378564020657e-06
"2311","Ubiquitin carboxyl-terminal hydrolase 26 OS=Mus musculus GN=Usp26 PE=1 SV=2","Q99MX1",95,0,0,1.0911868475612e-06,0
"2312","Ubiquitin carboxyl-terminal hydrolase 30 OS=Mus musculus GN=Usp30 PE=1 SV=1","Q3UN04",58,1.33442044118609e-06,0,1.78728880203989e-06,2.37003049044226e-06
"2313","Ubiquitin carboxyl-terminal hydrolase 34 OS=Mus musculus GN=Usp34 PE=1 SV=3","Q6ZQ93",408,0,0,2.54075368917436e-07,2.52687074348623e-07
"2314","Ubiquitin carboxyl-terminal hydrolase 4 OS=Mus musculus GN=Usp4 PE=1 SV=3","P35123",108,0,0,4.4792546520259e-06,4.13658099489228e-06
"2315","Ubiquitin carboxyl-terminal hydrolase 40 OS=Mus musculus GN=Usp40 PE=1 SV=2","Q8BWR4",140,0,0,1.97452858130121e-06,1.71827210557064e-06
"2316","Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus GN=Usp47 PE=1 SV=2","Q8BY87",157,9.85941217691631e-07,5.42771772611194e-07,1.54063535802165e-06,1.31332899788839e-06
"2317","Ubiquitin carboxyl-terminal hydrolase 48 OS=Mus musculus GN=Usp48 PE=1 SV=2","Q3V0C5",121,0,0,2.57015083929704e-06,1.13604767310455e-06
"2318","Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1","P56399",96,0,0,7.19880211932734e-07,7.15946710654433e-07
"2319","Ubiquitin carboxyl-terminal hydrolase 7 OS=Mus musculus GN=Usp7 PE=1 SV=1","Q6A4J8",128,8.46522967377423e-06,9.98615253515126e-06,1.0798203178991e-05,8.59136052785319e-06
"2320","Ubiquitin carboxyl-terminal hydrolase CYLD OS=Mus musculus GN=Cyld PE=1 SV=2","Q80TQ2",107,3.97831888540525e-06,2.78741204719487e-06,0,0
"2321","Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Mus musculus GN=Ufd1 PE=1 SV=2","P70362",34,0,0,2.33749339404041e-05,2.62794557322568e-05
"2322","Ubiquitin-40S ribosomal protein S27a OS=Mus musculus GN=Rps27a PE=1 SV=2","P62983",18,6.23470883909721e-05,5.44430241916394e-05,6.14297780849267e-05,5.15481631671191e-05
"2323","Ubiquitin-associated domain-containing protein 2 OS=Mus musculus GN=Ubac2 PE=1 SV=1","Q8R1K1",39,0,0,6.2020449028051e-06,4.40582591171958e-06
"2324","Ubiquitin-associated protein 2 OS=Mus musculus GN=Ubap2 PE=1 SV=1","Q91VX2",118,3.93540943671829e-06,3.97189343770988e-06,2.92832628582807e-06,1.45616280133105e-06
"2325","Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1","Q80X50",117,1.32301513826997e-05,1.16533563487121e-05,7.67872226061583e-06,6.75559973130336e-06
"2326","Ubiquitin-conjugating enzyme E2 G2 OS=Mus musculus GN=Ube2g2 PE=1 SV=1","P60605",19,0,0,3.63728949187066e-06,0
"2327","Ubiquitin-conjugating enzyme E2 J1 OS=Mus musculus GN=Ube2j1 PE=1 SV=2","Q9JJZ4",35,0,0,0,1.96373954922359e-06
"2328","Ubiquitin-like modifier-activating enzyme ATG7 OS=Mus musculus GN=Atg7 PE=1 SV=1","Q9D906",78,0,0,1.77201282937288e-06,2.20291295585979e-06
"2329","Ubiquitin-protein ligase E3C OS=Mus musculus GN=Ube3c PE=1 SV=2","Q80U95",124,0,0,3.62262300198408e-06,2.49426595969931e-06
"2330","UBX domain-containing protein 11 OS=Mus musculus GN=Ubxn11 PE=1 SV=1","Q9D572",55,0,0,1.25651818810077e-06,3.74895732124503e-06
"2331","UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4","Q6P5E4",176,2.63851314507249e-06,2.42088546306697e-06,3.92661933781492e-06,3.51464748866721e-06
"2332","UDP-glucuronosyltransferase 1-6 OS=Mus musculus GN=Ugt1a6 PE=1 SV=1","Q64435",60,0,0,6.33494586500806e-06,7.4458457908061e-06
"2333","UDP-glucuronosyltransferase 1-7C OS=Mus musculus GN=Ugt1a7c PE=1 SV=1","Q6ZQM8",60,0,0,3.45542501727713e-06,0
"2334","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus GN=Ogt PE=1 SV=2","Q8CGY8",117,2.31527649197244e-06,3.27750647307528e-06,0,0
"2335","Uncharacterized aarF domain-containing protein kinase 1 OS=Mus musculus GN=Adck1 PE=1 SV=1","Q9D0L4",60,2.57987951962643e-06,1.42025280499929e-06,0,0
"2336","Uncharacterized protein C10orf62 homolog OS=Mus musculus PE=2 SV=1","Q80Y39",34,0,0,7.1141103296882e-06,8.08598637915594e-06
"2337","Uncharacterized protein C7orf43 homolog OS=Mus musculus PE=1 SV=1","Q3UTZ3",63,1.22851405696497e-06,1.35262171904694e-06,1.09696032294512e-06,1.63644962435299e-06
"2338","Uncharacterized protein C9orf172 homolog OS=Mus musculus GN=Gm996 PE=1 SV=1","A2AJA9",107,7.23330706437318e-07,0,0,0
"2339","Uncharacterized protein FLJ45252 homolog OS=Mus musculus PE=1 SV=2","Q6PIU9",38,2.03674698917876e-06,0,0,0
"2340","Unconventional myosin-Ib OS=Mus musculus GN=Myo1b PE=1 SV=3","P46735",129,1.79991594392542e-06,2.64233079999868e-06,1.60717442664052e-06,5.32797552114927e-07
"2341","Unconventional myosin-Ic OS=Mus musculus GN=Myo1c PE=1 SV=2","Q9WTI7",122,0,0,6.79755741103697e-06,5.35199508292494e-06
"2342","Unconventional myosin-Id OS=Mus musculus GN=Myo1d PE=1 SV=1","Q5SYD0",116,0,0,1.19152586802659e-06,0
"2343","Unconventional myosin-Ie OS=Mus musculus GN=Myo1e PE=1 SV=1","E9Q634",127,6.09420358966874e-07,1.00647836574753e-06,8.16242130065463e-07,0
"2344","Unconventional myosin-IXa OS=Mus musculus GN=Myo9a PE=1 SV=2","Q8C170",292,0,0,4.73345892777688e-07,0
"2345","Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=2","Q99104",216,5.55390729919579e-06,3.94514668055358e-06,0,0
"2346","Unconventional myosin-Vb OS=Mus musculus GN=Myo5b PE=1 SV=2","P21271",211,0,1.41352174905143e-06,0,0
"2347","Unconventional myosin-VI OS=Mus musculus GN=Myo6 PE=1 SV=1","Q64331",146,9.01190791102384e-06,7.58765197191401e-06,0,0
"2348","Unconventional myosin-VIIa OS=Mus musculus GN=Myo7a PE=1 SV=2","P97479",255,2.42812190082488e-06,2.33923991411648e-06,2.98115099529791e-06,1.61719727583119e-06
"2349","Unconventional myosin-XV OS=Mus musculus GN=Myo15a PE=1 SV=2","Q9QZZ4",396,0,5.37974547348216e-07,0,0
"2350","Unconventional myosin-XVIIIa OS=Mus musculus GN=Myo18a PE=1 SV=2","Q9JMH9",233,2.32521330095086e-06,5.48595504076979e-07,0,0
"2351","Up-regulated during skeletal muscle growth protein 5 OS=Mus musculus GN=Usmg5 PE=1 SV=1","Q78IK2",6,0,1.42025280499929e-05,0,0
"2352","UPF0606 protein KIAA1549 OS=Mus musculus GN=Kiaa1549 PE=1 SV=3","Q68FD9",209,3.70317634396139e-07,0,0,0
"2353","USP6 N-terminal-like protein OS=Mus musculus GN=Usp6nl PE=1 SV=2","Q80XC3",94,3.29346321654438e-06,3.62617737446627e-06,0,0
"2354","Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Mus musculus GN=Uaca PE=1 SV=2","Q8CGB3",161,0,0,4.29245343761134e-07,0
"2355","V-type proton ATPase catalytic subunit A OS=Mus musculus GN=Atp6v1a PE=1 SV=2","P50516",68,2.27636428202332e-06,1.25316423970526e-06,0,0
"2356","V-type proton ATPase subunit B, brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1","P62814",57,3.39457831529794e-06,2.24250442894625e-06,0,0
"2357","V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1","Q8BVE3",56,2.07311747112838e-06,4.56509830178343e-06,1.85112054496989e-06,0
"2358","Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus GN=Vps16 PE=1 SV=3","Q920Q4",95,3.25879518268602e-06,1.794003543157e-06,5.45593423780599e-06,3.25567346318647e-06
"2359","Vacuolar protein sorting-associated protein 18 homolog OS=Mus musculus GN=Vps18 PE=1 SV=2","Q8R307",110,3.51801752676332e-06,1.93670837045358e-06,3.45542501727713e-06,2.49930488083002e-06
"2360","Vacuolar protein sorting-associated protein 26A OS=Mus musculus GN=Vps26a PE=1 SV=1","P40336",38,0,0,1.81864474593533e-06,0
"2361","Vacuolar protein sorting-associated protein 28 homolog OS=Mus musculus GN=Vps28 PE=1 SV=1","Q9D1C8",25,1.39313494059827e-05,1.02258201959949e-05,9.67519004837595e-06,8.24770610673906e-06
"2362","Vacuolar protein sorting-associated protein 29 OS=Mus musculus GN=Vps29 PE=1 SV=1","Q9QZ88",20,0,0,3.45542501727713e-06,0
"2363","Vacuolar protein sorting-associated protein 33A OS=Mus musculus GN=Vps33a PE=1 SV=2","Q9D2N9",68,2.27636428202332e-06,3.13291059926314e-06,4.57335664051384e-06,6.06448978436696e-06
"2364","Vacuolar protein sorting-associated protein 33B OS=Mus musculus GN=Vps33b PE=1 SV=1","P59016",71,0,0,4.86679579898187e-06,7.26030467142523e-06
"2365","Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1","Q9EQH3",92,1.26189759112163e-06,0,4.5070761094919e-06,3.36183672829038e-06
"2366","Vacuolar protein sorting-associated protein 37A OS=Mus musculus GN=Vps37a PE=1 SV=1","Q8CHS8",44,0,1.93670837045358e-06,0,0
"2367","Vacuolar protein sorting-associated protein 41 homolog OS=Mus musculus GN=Vps41 PE=1 SV=1","Q5KU39",99,1.17267250892111e-06,0,2.44322981019595e-06,2.08275406735835e-06
"2368","Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1","P97390",65,1.19071362444297e-06,1.31100258923011e-06,1.5948115464356e-06,1.58609732821905e-06
"2369","Vacuolar protein sorting-associated protein 4A OS=Mus musculus GN=Vps4a PE=1 SV=1","Q8VEJ9",49,0,0,6.34669901132533e-06,7.71469108623552e-06
"2370","Vacuolar protein sorting-associated protein 8 homolog OS=Mus musculus GN=Vps8 PE=1 SV=1","Q0P5W1",161,9.61445783711714e-07,0,0,0
"2371","Valine--tRNA ligase OS=Mus musculus GN=Vars PE=1 SV=1","Q9Z1Q9",140,2.21132530253694e-06,1.21735954714225e-06,1.20939875604699e-05,1.20279047389945e-05
"2372","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus GN=Hacd3 PE=1 SV=2","Q8K2C9",43,7.19966377570167e-06,1.08996145499946e-05,4.01793606660131e-06,4.79517796903434e-06
"2373","Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus GN=Hsd17b12 PE=1 SV=1","O70503",35,0,0,4.93632145325304e-06,3.92747909844717e-06
"2374","Very-long-chain enoyl-CoA reductase OS=Mus musculus GN=Tecr PE=1 SV=1","Q9CY27",36,7.52464859891043e-06,8.28480802916252e-06,1.72771250863856e-05,1.24097429846768e-05
"2375","Vesicle-associated membrane protein 7 OS=Mus musculus GN=Vamp7 PE=1 SV=1","P70280",25,0,0,0,2.74923536891302e-06
"2376","Vesicle-fusing ATPase OS=Mus musculus GN=Nsf PE=1 SV=2","P46460",83,7.92613587355109e-06,6.16013264818969e-06,0,0
"2377","Vesicle-trafficking protein SEC22b OS=Mus musculus GN=Sec22b PE=1 SV=3","O08547",25,0,0,6.91085003455425e-06,5.49847073782604e-06
"2378","Vimentin OS=Mus musculus GN=Vim PE=1 SV=3","P20152",54,3.58316599948116e-05,4.26075841499787e-05,0,0
"2379","Vinexin OS=Mus musculus GN=Sorbs3 PE=1 SV=1","Q9R1Z8",82,0,0,4.21393294789893e-06,6.70545211930005e-06
"2380","Vitronectin OS=Mus musculus GN=Vtn PE=1 SV=2","P29788",55,0,0,0,2.49930488083002e-06
"2381","Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1 PE=1 SV=3","Q60932",32,2.53956890213227e-05,2.13037920749893e-05,0,0
"2382","Voltage-dependent anion-selective channel protein 2 OS=Mus musculus GN=Vdac2 PE=1 SV=2","Q60930",32,1.20931852482489e-05,6.65743502343417e-06,0,0
"2383","Voltage-dependent anion-selective channel protein 3 OS=Mus musculus GN=Vdac3 PE=1 SV=1","Q60931",31,7.48997279891545e-06,0,0,0
"2384","Voltage-gated potassium channel subunit beta-2 OS=Mus musculus GN=Kcnab2 PE=1 SV=1","P62482",41,3.77543344335576e-06,2.07841873902335e-06,0,0
"2385","von Willebrand factor A domain-containing protein 1 OS=Mus musculus GN=Vwa1 PE=1 SV=1","Q8R2Z5",45,0,0,0,3.05470596545891e-06
"2386","von Willebrand factor A domain-containing protein 3A OS=Mus musculus GN=Vwa3a PE=2 SV=1","Q3UVV9",130,0,0,7.97405773217798e-07,5.2869910940635e-07
"2387","von Willebrand factor A domain-containing protein 5B1 OS=Mus musculus GN=Vwa5b1 PE=2 SV=1","A9Z1V5",134,0,0,7.73602615808312e-07,0
"2388","von Willebrand factor A domain-containing protein 8 OS=Mus musculus GN=Vwa8 PE=1 SV=2","Q8CC88",213,1.81681656311721e-06,8.00142425351713e-07,2.43339789949093e-06,4.84020311428349e-07
"2389","VPS10 domain-containing receptor SorCS2 OS=Mus musculus GN=Sorcs2 PE=1 SV=2","Q9EPR5",129,2.99985990654236e-06,1.98174809999901e-06,0,0
"2390","WASH complex subunit 4 OS=Mus musculus GN=Washc4 PE=1 SV=2","Q3UMB9",136,8.53636605758746e-07,0,0,0
"2391","WD repeat and coiled-coil-containing protein OS=Mus musculus GN=Wdcp PE=2 SV=2","Q6NV72",72,1.07494979984435e-06,1.18354400416607e-06,0,0
"2392","WD repeat and FYVE domain-containing protein 1 OS=Mus musculus GN=Wdfy1 PE=1 SV=1","E9Q4P1",46,0,0,2.25353805474595e-06,1.49414965701795e-06
"2393","WD repeat and HMG-box DNA-binding protein 1 OS=Mus musculus GN=Wdhd1 PE=1 SV=2","P59328",124,0,0,6.13059277258845e-06,3.32568794626575e-06
"2394","WD repeat-containing protein 11 OS=Mus musculus GN=Wdr11 PE=1 SV=1","Q8K1X1",136,8.53636605758746e-07,6.26582119852628e-07,6.09780885401846e-06,4.04299318957797e-06
"2395","WD repeat-containing protein 13 OS=Mus musculus GN=Wdr13 PE=1 SV=1","Q91V09",54,0,1.57805867222143e-06,0,0
"2396","WD repeat-containing protein 18 OS=Mus musculus GN=Wdr18 PE=1 SV=1","Q4VBE8",47,1.64673160827219e-06,2.7196330308497e-06,2.94078724874649e-06,2.19353885817528e-06
"2397","WD repeat-containing protein 19 OS=Mus musculus GN=Wdr19 PE=1 SV=1","Q3UGF1",151,5.12558844958894e-07,0,1.71627070394559e-05,1.41103139795205e-05
"2398","WD repeat-containing protein 26 OS=Mus musculus GN=Wdr26 PE=1 SV=3","Q8C6G8",71,4.90540472041646e-06,7.20128182816541e-06,6.81351411857461e-06,6.77628435999688e-06
"2399","WD repeat-containing protein 34 OS=Mus musculus GN=Wdr34 PE=1 SV=2","Q5U4F6",58,2.00163066177913e-06,3.67306759913609e-06,1.01279698782261e-05,1.24426600748219e-05
"2400","WD repeat-containing protein 35 OS=Mus musculus GN=Wdr35 PE=1 SV=3","Q8BND3",134,1.15516993416109e-06,9.5390113768609e-07,1.83085952407967e-05,1.53875113931699e-05
"2401","WD repeat-containing protein 37 OS=Mus musculus GN=Wdr37 PE=1 SV=1","Q8CBE3",55,0,3.09873339272572e-06,3.14129547025193e-06,2.49930488083002e-06
"2402","WD repeat-containing protein 47 OS=Mus musculus GN=Wdr47 PE=1 SV=2","Q8CGF6",102,4.93212261105053e-06,4.59493554558594e-06,0,0
